product_id,product_name,category,brand,model_number,description,price_usd,stock_quantity,rating,voltage_v,power_kw,weight_kg,material,country_of_origin,warranty_months,source_document,ai_confidence_score,validation_status
PROD-00024,Gear Pump,Pumps,Mitsubishi Electric,MIT-258-B,Positive-displacement gear pump for industrial fluid transfer.,16006.71,249,4.6,220.0,132.24,21.26,Nylon,Sweden,24.0,Technical PDF,0.94,Verified
PROD-00025,Control Valve,Valves,Parker,PAR-818-A,Modulating valve for automated process flow control.,7129.51,9,4.7,220.0,30.14,780.7,,USA,12.0,Supplier Catalog,0.78,Verified
PROD-00026,Variable Frequency Drive,Automation,Grundfos,GRU-985-A,Drive controller for variable-speed industrial motors.,17890.26,71,3.8,400.0,60.1,833.98,Nylon,India,6.0,Product Catalog,0.96,Verified
PROD-00027,Photoelectric Sensor,Sensors,Grundfos,GRU-139-A,Optical sensor for industrial object detection.,11070.86,88,4.5,230.0,65.6,836.6,Carbon Steel,Japan,36.0,Supplier Catalog,0.77,Verified
PROD-00028,Industrial Centrifugal Pump,Pumps,Rockwell Automation,ROC-925-B,High-efficiency pump for industrial water and process fluid transfer.,6792.14,17,4.9,230.0,93.57,563.95,Carbon Steel,China,18.0,Technical PDF,0.86,Needs Review
PROD-00029,Welding Machine,Fabrication,Mitsubishi Electric,MIT-402-B,Industrial welding machine for metal fabrication.,3617.74,170,4.9,415.0,112.28,148.09,Brass,Japan,36.0,Technical PDF,0.95,Verified
PROD-00030,Hydraulic Pump,Pumps,Honeywell,HON-904-X,High-pressure hydraulic pump for industrial power systems.,8647.76,113,4.4,400.0,71.11,766.02,Aluminium,China,6.0,Manufacturer Website,0.8,Verified
PROD-00031,Conveyor Belt,Material Handling,Danfoss,DAN-417-B,Heavy-duty conveyor belt for continuous material transportation.,14937.86,37,3.2,220.0,147.59,519.66,Carbon Steel,Japan,24.0,Supplier Catalog,0.96,Verified
PROD-00032,Industrial Heater,Heating,Honeywell,HON-349-B,Electric industrial heater for process temperature control.,12166.31,1,4.8,440.0,115.56,90.78,Polycarbonate,Germany,12.0,Manufacturer Website,0.94,Needs Review
PROD-00033,Industrial Robot Arm,Robotics,Bosch Rexroth,BOS-968-A,Programmable robotic arm for industrial assembly and handling.,8490.74,205,4.0,400.0,148.19,506.22,Alloy Steel,Italy,36.0,Product Catalog,0.84,Needs Review
PROD-00034,Proximity Sensor,Sensors,Emerson,EME-365-B,Non-contact sensor for detecting objects in automation systems.,15551.08,70,4.6,400.0,72.82,203.51,Alloy Steel,India,18.0,Technical PDF,0.78,Verified
PROD-00035,Mixing Tank,Process Equipment,Siemens,SIE-241-B,,4343.68,177,3.5,220.0,9.87,346.58,Alloy Steel,Japan,6.0,Supplier Catalog,0.78,Needs Review
PROD-00036,Photoelectric Sensor,Sensors,Mitsubishi Electric,MIT-120-PRO,Optical sensor for industrial object detection.,8868.58,241,3.8,440.0,58.65,757.92,Polycarbonate,Italy,36.0,Supplier Catalog,0.94,Verified
PROD-00037,Vacuum Pump,Pumps,Grundfos,GRU-546-PRO,Industrial vacuum pump for process and material handling applications.,619.49,86,4.4,440.0,60.8,140.46,Alloy Steel,Germany,36.0,Manufacturer Website,0.86,Needs Review
PROD-00038,Ball Bearing,Bearings,Danfoss,DAN-538-B,Precision bearing for rotating industrial machinery.,16048.07,46,3.3,380.0,49.27,386.6,Nylon,Sweden,24.0,Technical PDF,0.8,Needs Review
PROD-00039,Ball Bearing,Bearings,Emerson,EME-119-A,Precision bearing for rotating industrial machinery.,18498.3,89,3.6,110.0,117.24,554.06,Stainless Steel,Germany,12.0,Product Catalog,0.95,Verified
PROD-00040,Temperature Sensor,Sensors,Emerson,EME-785-A,Industrial temperature sensor for process monitoring.,10470.5,55,4.0,230.0,115.09,142.79,Carbon Steel,Sweden,12.0,Manufacturer Website,0.98,Verified
PROD-00041,PLC Controller,Automation,Eaton,EAT-793-PRO,Programmable logic controller for industrial automation.,7389.39,183,3.6,,103.67,533.23,Carbon Steel,China,18.0,Manufacturer Website,0.95,Verified
PROD-00042,Power Supply,Electrical,Rockwell Automation,ROC-538-X,Industrial regulated power supply for automation equipment.,1354.84,165,3.8,440.0,63.15,416.77,Polycarbonate,USA,24.0,Product Catalog,0.91,Needs Review
PROD-00043,Stainless Steel Tank,Storage,Danfoss,DAN-376-PRO,Corrosion-resistant storage tank for industrial liquids.,8645.65,211,4.5,230.0,48.52,208.82,Carbon Steel,USA,24.0,Supplier Catalog,0.79,Needs Review
PROD-00044,Variable Frequency Drive,Automation,ABB,ABB-606-X,Drive controller for variable-speed industrial motors.,3433.58,54,3.8,230.0,51.22,748.3,Brass,Italy,6.0,Manufacturer Website,0.86,Verified
PROD-00045,Conveyor Belt,Material Handling,Mitsubishi Electric,MIT-516-PRO,Heavy-duty conveyor belt for continuous material transportation.,10308.57,61,4.4,415.0,106.85,,Stainless Steel,India,18.0,Technical PDF,0.78,Verified
PROD-00046,Photoelectric Sensor,Sensors,SKF,SKF-584-X,Optical sensor for industrial object detection.,7920.65,190,4.2,230.0,105.5,230.42,Brass,Germany,6.0,Manufacturer Website,0.91,Verified
PROD-00047,Mixing Tank,Process Equipment,Parker,PAR-806-B,Industrial tank designed for controlled mixing of process materials.,3612.23,189,4.1,415.0,88.54,646.22,Brass,India,12.0,Product Catalog,0.8,Verified
PROD-00048,PLC Controller,Automation,ABB,ABB-825-B,Programmable logic controller for industrial automation.,5136.44,249,3.3,230.0,104.69,107.51,Alloy Steel,India,6.0,Supplier Catalog,0.87,Needs Review
PROD-00049,Pressure Gauge,Instrumentation,SKF,SKF-288-A,Mechanical pressure gauge for industrial process monitoring.,4734.39,220,4.1,440.0,10.04,418.09,Stainless Steel,Germany,12.0,Manufacturer Website,0.94,Verified
PROD-00050,Conveyor Belt,Material Handling,Siemens,SIE-671-PRO,Heavy-duty conveyor belt for continuous material transportation.,11250.34,202,4.3,,78.51,383.05,Alloy Steel,USA,36.0,Manufacturer Website,0.99,Verified
PROD-00051,Gear Pump,Pumps,Mitsubishi Electric,MIT-201-B,Positive-displacement gear pump for industrial fluid transfer.,11603.86,67,4.4,220.0,36.17,469.28,Aluminium,India,24.0,Technical PDF,0.84,Needs Review
PROD-00052,Hydraulic Cylinder,Hydraulics,Bosch Rexroth,BOS-395-X,Heavy-duty hydraulic cylinder for industrial lifting and motion control.,13030.52,116,3.3,220.0,138.61,669.7,Cast Iron,Japan,6.0,Technical PDF,0.87,Verified
PROD-00053,Flow Meter,Instrumentation,Siemens,SIE-161-B,Digital flow meter for accurate industrial fluid measurement.,14681.26,152,4.5,400.0,138.2,373.39,Alloy Steel,China,18.0,Supplier Catalog,0.91,Verified
PROD-00054,Pressure Gauge,Instrumentation,Siemens,SIE-712-A,Mechanical pressure gauge for industrial process monitoring.,16463.72,188,3.8,230.0,4.12,194.74,Stainless Steel,Sweden,18.0,Supplier Catalog,0.88,Verified
PROD-00055,Stainless Steel Tank,Storage,Danfoss,DAN-552-X,Corrosion-resistant storage tank for industrial liquids.,3427.12,149,4.0,440.0,73.89,77.74,Nylon,Japan,18.0,Product Catalog,0.81,Verified
PROD-00056,Variable Frequency Drive,Automation,Honeywell,HON-810-PRO,Drive controller for variable-speed industrial motors.,5392.53,241,3.9,440.0,82.63,386.71,Nylon,USA,18.0,Manufacturer Website,0.75,Needs Review
PROD-00057,Mixing Tank,Process Equipment,Emerson,EME-523-A,Industrial tank designed for controlled mixing of process materials.,3539.33,92,4.3,380.0,93.9,646.04,Cast Iron,USA,36.0,Supplier Catalog,0.76,Verified
PROD-00058,Industrial Heater,Heating,Siemens,SIE-129-B,Electric industrial heater for process temperature control.,13155.65,79,4.2,400.0,61.35,191.15,Carbon Steel,Japan,6.0,Supplier Catalog,0.89,Verified
PROD-00059,Water Filter,Filtration,Rockwell Automation,ROC-822-X,Industrial filtration unit for removing particles from process water.,7736.25,123,5.0,220.0,68.65,123.12,Cast Iron,Italy,36.0,Manufacturer Website,0.92,Verified
PROD-00060,Heat Exchanger,Heat Transfer,Parker,PAR-908-PRO,Industrial heat exchanger for efficient thermal energy transfer.,6343.8,201,4.1,440.0,0.63,617.2,Alloy Steel,Sweden,12.0,Technical PDF,0.84,Needs Review
PROD-00061,Variable Frequency Drive,Automation,Rockwell Automation,ROC-881-PRO,Drive controller for variable-speed industrial motors.,8470.17,82,4.8,415.0,36.01,325.65,Polycarbonate,India,18.0,Supplier Catalog,0.92,Needs Review
PROD-00062,Flow Meter,Instrumentation,Emerson,EME-137-B,Digital flow meter for accurate industrial fluid measurement.,9334.69,151,3.8,110.0,131.16,374.37,Alloy Steel,India,12.0,Manufacturer Website,0.83,Verified
PROD-00063,Proximity Sensor,Sensors,Parker,PAR-371-X,Non-contact sensor for detecting objects in automation systems.,11562.32,101,4.4,440.0,49.45,573.27,Polycarbonate,USA,24.0,Manufacturer Website,0.96,Verified
PROD-00064,Conveyor Belt,Material Handling,Danfoss,DAN-800-X,Heavy-duty conveyor belt for continuous material transportation.,18452.6,191,3.4,110.0,114.12,598.37,Carbon Steel,Japan,12.0,Manufacturer Website,0.91,Verified
PROD-00065,Servo Motor,Motors,Parker,PAR-157-X,Precision servo motor for automated motion-control applications.,6686.1,110,3.5,400.0,61.95,579.59,Aluminium,Germany,12.0,Product Catalog,0.74,Needs Review
PROD-00066,Industrial Heater,Heating,WEG,WEG-697-B,Electric industrial heater for process temperature control.,4360.75,163,3.7,230.0,100.11,764.09,Alloy Steel,USA,36.0,Technical PDF,0.76,Needs Review
PROD-00067,Photoelectric Sensor,Sensors,Grundfos,GRU-754-PRO,Optical sensor for industrial object detection.,12797.12,116,4.7,220.0,149.91,725.36,Carbon Steel,Germany,,Technical PDF,0.87,Verified
PROD-00068,Electric Motor,Motors,Festo,FES-774-PRO,Industrial electric motor designed for continuous-duty machinery.,5139.56,144,4.8,440.0,111.76,41.88,Alloy Steel,Sweden,18.0,Technical PDF,0.93,Verified
PROD-00069,Vacuum Pump,Pumps,Danfoss,DAN-294-X,Industrial vacuum pump for process and material handling applications.,12566.03,184,4.6,415.0,125.79,534.09,Stainless Steel,USA,,Product Catalog,0.73,Verified
PROD-00070,Ball Bearing,Bearings,WEG,WEG-402-X,Precision bearing for rotating industrial machinery.,13849.86,44,3.6,440.0,81.03,825.77,Brass,Sweden,12.0,Technical PDF,0.79,Needs Review
PROD-00071,Variable Frequency Drive,Automation,Parker,PAR-217-PRO,Drive controller for variable-speed industrial motors.,17816.68,36,4.6,220.0,129.06,615.64,Polycarbonate,Sweden,36.0,Manufacturer Website,0.82,Needs Review
PROD-00072,Industrial Fan,HVAC,Rockwell Automation,ROC-226-PRO,High-volume industrial fan for ventilation and cooling.,6872.5,191,4.4,400.0,57.31,542.84,Nylon,India,12.0,Product Catalog,0.85,Verified
PROD-00073,Industrial Gearbox,Power Transmission,Danfoss,DAN-943-PRO,Industrial gearbox for speed reduction and high torque transmission.,16831.37,77,4.4,110.0,21.18,804.33,Brass,Japan,6.0,Supplier Catalog,0.75,Verified
PROD-00074,Level Sensor,Sensors,SKF,SKF-786-PRO,Industrial sensor for liquid-level measurement.,10900.87,186,3.5,380.0,98.32,708.67,Polycarbonate,USA,6.0,Supplier Catalog,0.91,Verified
PROD-00075,Pressure Gauge,Instrumentation,Bosch Rexroth,BOS-975-X,Mechanical pressure gauge for industrial process monitoring.,1914.62,175,3.9,415.0,53.96,338.54,Cast Iron,India,24.0,Manufacturer Website,0.74,Verified
PROD-00076,Air Compressor,Compressors,Parker,PAR-441-B,Industrial compressor for reliable compressed-air generation.,18294.14,201,4.2,110.0,124.52,471.17,Cast Iron,Sweden,12.0,Manufacturer Website,0.81,Verified
PROD-00077,Heat Exchanger,Heat Transfer,Festo,FES-248-B,Industrial heat exchanger for efficient thermal energy transfer.,10033.07,204,3.5,415.0,130.0,112.21,Nylon,Sweden,12.0,Product Catalog,0.88,Verified
PROD-00078,Industrial Fan,HVAC,ABB,ABB-229-PRO,High-volume industrial fan for ventilation and cooling.,9772.86,190,3.3,380.0,116.76,436.35,Carbon Steel,Japan,36.0,Technical PDF,0.78,Verified
PROD-00079,Level Sensor,Sensors,Danfoss,DAN-131-A,Industrial sensor for liquid-level measurement.,18473.98,216,3.9,415.0,,605.6,Alloy Steel,India,6.0,Manufacturer Website,0.81,Verified
PROD-00080,Temperature Sensor,Sensors,Grundfos,GRU-739-X,Industrial temperature sensor for process monitoring.,7099.35,152,4.2,380.0,75.96,365.78,Carbon Steel,Sweden,36.0,Supplier Catalog,0.91,Verified
PROD-00081,Pressure Gauge,Instrumentation,WEG,WEG-333-PRO,Mechanical pressure gauge for industrial process monitoring.,6326.43,116,3.9,415.0,14.49,362.86,Brass,USA,12.0,Manufacturer Website,0.91,Needs Review
PROD-00082,Ball Bearing,Bearings,Festo,FES-187-A,Precision bearing for rotating industrial machinery.,8038.01,190,4.5,440.0,19.73,51.17,Nylon,China,6.0,Manufacturer Website,0.83,Needs Review
PROD-00083,Water Filter,Filtration,Eaton,EAT-419-X,Industrial filtration unit for removing particles from process water.,1992.8,129,3.6,415.0,72.46,720.21,Nylon,Sweden,36.0,Product Catalog,0.82,Verified
PROD-00084,Pneumatic Actuator,Pneumatics,Festo,FES-674-A,Pneumatic actuator for automated industrial valve operation.,11299.64,168,4.7,230.0,4.59,232.43,Brass,USA,18.0,Supplier Catalog,0.72,Verified
PROD-00085,Industrial Gearbox,Power Transmission,Schneider Electric,SCH-858-A,Industrial gearbox for speed reduction and high torque transmission.,1774.72,135,3.6,380.0,68.18,133.97,Brass,China,18.0,Manufacturer Website,0.93,Verified
PROD-00086,Flow Meter,Instrumentation,Schneider Electric,SCH-872-A,Digital flow meter for accurate industrial fluid measurement.,12496.13,69,4.0,380.0,72.98,375.85,Brass,Germany,36.0,Manufacturer Website,0.75,Needs Review
PROD-00087,Water Filter,Filtration,Danfoss,DAN-794-PRO,Industrial filtration unit for removing particles from process water.,9788.49,78,3.3,380.0,147.67,46.75,Cast Iron,USA,12.0,Technical PDF,0.93,Verified
PROD-00088,Servo Motor,Motors,Siemens,SIE-107-PRO,Precision servo motor for automated motion-control applications.,13841.27,44,3.4,400.0,105.62,425.32,Nylon,India,24.0,Supplier Catalog,0.95,Verified
PROD-00089,Electric Motor,Motors,Emerson,EME-179-X,Industrial electric motor designed for continuous-duty machinery.,10687.6,146,3.9,415.0,62.8,98.07,Stainless Steel,USA,12.0,Technical PDF,0.94,Needs Review
PROD-00090,Ball Bearing,Bearings,Honeywell,HON-964-A,Precision bearing for rotating industrial machinery.,4565.67,150,3.9,110.0,59.52,263.87,Nylon,Germany,,Manufacturer Website,0.93,Verified
PROD-00091,Stainless Steel Tank,Storage,Rockwell Automation,ROC-298-X,Corrosion-resistant storage tank for industrial liquids.,6550.5,245,4.7,440.0,22.37,87.56,Brass,Germany,12.0,Product Catalog,0.88,Verified
PROD-00092,Industrial Heater,Heating,Emerson,EME-872-PRO,Electric industrial heater for process temperature control.,12628.07,225,4.2,415.0,147.98,274.86,Nylon,Germany,24.0,Technical PDF,0.74,Needs Review
PROD-00093,Heat Exchanger,Heat Transfer,Eaton,EAT-157-X,Industrial heat exchanger for efficient thermal energy transfer.,9427.61,79,4.0,110.0,8.77,706.98,Carbon Steel,China,6.0,Supplier Catalog,0.89,Needs Review
PROD-00094,Photoelectric Sensor,Sensors,Rockwell Automation,ROC-910-A,Optical sensor for industrial object detection.,8366.85,207,4.2,220.0,48.4,404.39,Aluminium,India,24.0,Manufacturer Website,0.75,Verified
PROD-00095,Cooling Tower Fan,HVAC,Danfoss,DAN-276-A,High-capacity fan for industrial cooling tower systems.,4647.2,112,5.0,400.0,78.53,135.1,Nylon,USA,24.0,Manufacturer Website,0.83,Verified
PROD-00096,Variable Frequency Drive,Automation,Siemens,SIE-437-A,Drive controller for variable-speed industrial motors.,10359.89,98,3.7,415.0,127.77,819.76,Aluminium,USA,6.0,Technical PDF,0.88,Verified
PROD-00097,PLC Controller,Automation,Danfoss,DAN-815-PRO,Programmable logic controller for industrial automation.,2459.64,181,4.9,230.0,83.95,547.04,Nylon,Sweden,12.0,Supplier Catalog,0.9,Verified
PROD-00098,Cooling Tower Fan,HVAC,SKF,SKF-118-X,High-capacity fan for industrial cooling tower systems.,5772.77,243,3.6,440.0,73.07,192.72,Aluminium,Germany,6.0,Manufacturer Website,0.8,Verified
PROD-00099,Variable Frequency Drive,Automation,WEG,WEG-884-B,Drive controller for variable-speed industrial motors.,11083.29,39,3.5,440.0,104.0,531.1,Aluminium,China,24.0,Product Catalog,0.73,Verified
PROD-00100,Pressure Gauge,Instrumentation,Eaton,EAT-391-PRO,Mechanical pressure gauge for industrial process monitoring.,4394.16,61,3.8,440.0,117.71,768.4,Cast Iron,USA,36.0,Technical PDF,0.99,Needs Review
PROD-00101,Industrial Transformer,Electrical,Rockwell Automation,ROC-640-PRO,Electrical transformer for industrial voltage conversion.,17878.83,209,3.6,400.0,20.98,212.65,Alloy Steel,Sweden,18.0,Manufacturer Website,0.87,Verified
PROD-00102,Water Filter,Filtration,Siemens,SIE-881-B,Industrial filtration unit for removing particles from process water.,5108.45,231,4.1,440.0,65.76,804.46,Cast Iron,Sweden,24.0,Supplier Catalog,0.96,Verified
PROD-00103,Air Compressor,Compressors,Honeywell,HON-614-X,Industrial compressor for reliable compressed-air generation.,4426.85,20,3.9,110.0,47.97,84.4,Nylon,Sweden,12.0,Supplier Catalog,0.76,Verified
PROD-00104,Temperature Sensor,Sensors,Parker,PAR-822-PRO,Industrial temperature sensor for process monitoring.,8346.0,1,4.8,110.0,38.57,709.75,,India,18.0,Manufacturer Website,0.78,Verified
PROD-00105,Conveyor Belt,Material Handling,Honeywell,HON-754-PRO,Heavy-duty conveyor belt for continuous material transportation.,1241.59,214,4.8,400.0,80.52,537.24,Cast Iron,China,12.0,Technical PDF,0.8,Verified
PROD-00106,Conveyor Belt,Material Handling,Eaton,EAT-526-B,Heavy-duty conveyor belt for continuous material transportation.,12319.4,21,4.1,230.0,10.38,447.25,Stainless Steel,Japan,24.0,Technical PDF,0.73,Needs Review
PROD-00107,Industrial Fan,HVAC,Mitsubishi Electric,MIT-116-X,High-volume industrial fan for ventilation and cooling.,14605.6,88,3.6,415.0,94.33,655.82,Nylon,Germany,6.0,Product Catalog,0.82,Verified
PROD-00108,Level Sensor,Sensors,Mitsubishi Electric,MIT-590-B,Industrial sensor for liquid-level measurement.,15028.73,16,4.5,380.0,5.79,171.51,Cast Iron,India,18.0,Supplier Catalog,0.97,Needs Review
PROD-00109,Industrial Fan,HVAC,ABB,ABB-871-B,,5353.73,220,4.6,440.0,98.45,232.38,Nylon,Japan,24.0,Technical PDF,0.92,Needs Review
PROD-00110,Butterfly Valve,Valves,Emerson,EME-808-PRO,Compact industrial valve for isolating and controlling pipelines.,6849.69,204,4.1,440.0,12.62,360.94,Polycarbonate,Italy,12.0,Manufacturer Website,0.87,Verified
PROD-00111,Ball Bearing,Bearings,SKF,SKF-776-X,Precision bearing for rotating industrial machinery.,5729.12,154,4.5,220.0,103.54,298.94,Stainless Steel,China,18.0,Technical PDF,0.89,Needs Review
PROD-00112,Air Compressor,Compressors,Siemens,SIE-787-PRO,Industrial compressor for reliable compressed-air generation.,6775.37,205,4.5,220.0,142.93,121.53,Alloy Steel,India,12.0,Technical PDF,0.74,Verified
PROD-00113,Industrial Transformer,Electrical,Eaton,EAT-133-B,Electrical transformer for industrial voltage conversion.,12589.93,242,3.9,380.0,,487.92,Nylon,Japan,18.0,Manufacturer Website,0.9,Verified
PROD-00114,Electric Motor,Motors,Mitsubishi Electric,MIT-290-PRO,Industrial electric motor designed for continuous-duty machinery.,9619.28,233,4.2,230.0,116.3,598.49,Cast Iron,Italy,18.0,Product Catalog,0.91,Needs Review
PROD-00115,Pressure Sensor,Sensors,Schneider Electric,SCH-973-A,Electronic pressure sensor for industrial monitoring and automation.,8409.37,230,4.5,110.0,121.62,822.43,Nylon,China,18.0,Technical PDF,0.91,Verified
PROD-00116,Control Valve,Valves,Mitsubishi Electric,MIT-826-B,Modulating valve for automated process flow control.,14700.92,130,3.6,220.0,118.86,201.38,Alloy Steel,India,18.0,Supplier Catalog,0.87,Verified
PROD-00117,Industrial Robot Arm,Robotics,Schneider Electric,SCH-726-A,Programmable robotic arm for industrial assembly and handling.,1295.75,101,5.0,415.0,71.93,349.29,Polycarbonate,Sweden,36.0,Manufacturer Website,0.74,Verified
PROD-00118,Pressure Gauge,Instrumentation,Emerson,EME-796-X,Mechanical pressure gauge for industrial process monitoring.,2448.28,212,4.6,415.0,88.27,652.66,Aluminium,Japan,36.0,Manufacturer Website,0.97,Verified
PROD-00119,Stainless Steel Tank,Storage,Schneider Electric,SCH-411-B,Corrosion-resistant storage tank for industrial liquids.,3067.62,239,4.5,230.0,142.14,441.16,,Sweden,6.0,Product Catalog,0.79,Verified
PROD-00120,PLC Controller,Automation,Eaton,EAT-646-A,Programmable logic controller for industrial automation.,9339.88,43,4.3,400.0,23.34,559.99,Nylon,Sweden,36.0,Manufacturer Website,0.73,Verified
PROD-00121,Hydraulic Cylinder,Hydraulics,Danfoss,DAN-889-X,Heavy-duty hydraulic cylinder for industrial lifting and motion control.,12075.56,196,4.2,,95.94,423.43,Brass,China,18.0,Technical PDF,0.85,Needs Review
PROD-00122,Level Sensor,Sensors,Siemens,SIE-805-A,Industrial sensor for liquid-level measurement.,2996.05,106,4.1,220.0,51.19,122.29,Nylon,China,18.0,Technical PDF,0.98,Verified
PROD-00123,Cooling Tower Fan,HVAC,Rockwell Automation,ROC-208-X,High-capacity fan for industrial cooling tower systems.,4536.6,31,3.7,220.0,21.35,43.2,Polycarbonate,Sweden,36.0,Technical PDF,0.83,Verified
PROD-00124,Safety Relay,Safety,Mitsubishi Electric,MIT-420-B,Safety control relay for industrial machine protection.,14137.88,127,5.0,380.0,74.94,262.4,Stainless Steel,India,24.0,Product Catalog,0.86,Verified
PROD-00125,Photoelectric Sensor,Sensors,SKF,SKF-149-A,Optical sensor for industrial object detection.,5266.18,152,4.8,415.0,100.96,243.03,Stainless Steel,Sweden,6.0,Technical PDF,0.84,Verified
PROD-00126,Welding Machine,Fabrication,SKF,SKF-146-PRO,Industrial welding machine for metal fabrication.,1027.07,143,3.6,400.0,43.47,328.52,Alloy Steel,Sweden,36.0,Product Catalog,0.8,Verified
PROD-00127,Roller Bearing,Bearings,Honeywell,HON-482-X,Heavy-load roller bearing for industrial rotating equipment.,10357.47,93,4.6,220.0,90.47,341.3,Stainless Steel,India,6.0,Supplier Catalog,0.76,Verified
